NEQ,IND_FAIL,DAT_IMMAT,COD_REGIM_JURI_x,COD_INTVAL_EMPLO_QUE,DAT_CESS_PREVU,COD_STAT_IMMAT,COD_FORME_JURI,DAT_STAT_IMMAT,COD_REGIM_JURI_CONSTI,DAT_DEPO_DECLR,AN_DECL,AN_PROD,DAT_LIMIT_PROD,AN_PROD_PRE,DAT_LIMIT_PROD_PRE,DAT_MAJ_INDEX_NOM,COD_ACT_ECON_CAE,NO_ACT_ECON_ASSUJ,DESC_ACT_ECON_ASSUJ,COD_ACT_ECON_CAE2,NO_ACT_ECON_ASSUJ2,DESC_ACT_ECON_ASSUJ2,NOM_LOCLT_CONSTI,DAT_CONSTI,IND_CONVEN_UNMN_ACTNR,IND_RET_TOUT_POUVR,IND_LIMIT_RESP,DAT_DEB_RESP,DAT_FIN_RESP,OBJET_SOC,NO_MTR_VOLONT,ADR_DOMCL_ADR_DISP,ADR_DOMCL_LIGN1_ADR,ADR_DOMCL_LIGN2_ADR,ADR_DOMCL_LIGN3_ADR,ADR_DOMCL_LIGN4_ADR,COD_TYP_CHANG,COD_REGIM_JURI_y,AUTR_REGIM_JURI,NOM_LOCLT,DAT_EFCTVT_x,NO_SUF_ETAB,IND_ETAB_PRINC,IND_SALON_BRONZ,IND_VENTE_TABAC_DETL,IND_DISP_x,LIGN1_ADR_x,LIGN2_ADR_x,LIGN3_ADR_x,LIGN4_ADR_x,COD_ACT_ECON,DESC_ACT_ECON_ETAB,NO_ACT_ECON_ETAB,COD_ACT_ECON2,DESC_ACT_ECON_ETAB2,NO_ACT_ECON_ETAB2,NOM_ETAB,NEQ_ASSUJ_REL,DENOMN_SOC,COD_RELA_ASSUJ,DAT_EFCTVT_y,IND_DISP_y,LIGN1_ADR_y,LIGN2_ADR_y,LIGN3_ADR_y,LIGN4_ADR_y,NOM_ASSUJ,NOM_ASSUJ_LANG_ETRNG,STAT_NOM,TYP_NOM_ASSUJ,DAT_INIT_NOM_ASSUJ,DAT_FIN_NOM_ASSUJ
1143316298,N,1995-03-07,104,F,,IM,CIE,1995-03-07,104,2021-01-14,2020,2021,2022-07-01,2020,2021-07-01,2016-08-04 15:00,2591,1,PRÉSERVATION DU BOIS,,,,CANADA,1992-10-26,N,,,,,,,N,300-3100  boul. de la Côte-Vertu,Montréal (Québec),,H4R2J8,,,,,,4,N,N,N,N,426  ch. de Montréal E,Gatineau (Québec),,J8M1V7,2591,PRÉSERVATION DU BOIS,1,,,,STELLA-JONES INC.,,TRENT TIMBER TREATING LTD.,FS,2016-01-01,N,321 Lansdowne Street E,Peterborough (Ontario),,K9L2A3,C & DESIGN,,A,A,1995-03-07,2013-07-29
1143316298,N,1995-03-07,104,F,,IM,CIE,1995-03-07,104,2021-01-14,2020,2021,2022-07-01,2020,2021-07-01,2016-08-04 15:00,2591,1,PRÉSERVATION DU BOIS,,,,CANADA,1992-10-26,N,,,,,,,N,300-3100  boul. de la Côte-Vertu,Montréal (Québec),,H4R2J8,,,,,,4,N,N,N,N,426  ch. de Montréal E,Gatineau (Québec),,J8M1V7,2591,PRÉSERVATION DU BOIS,1,,,,STELLA-JONES INC.,,TRENT TIMBER TREATING LTD.,FS,2016-01-01,N,321 Lansdowne Street E,Peterborough (Ontario),,K9L2A3,PERMABOIS,,A,A,1995-03-07,1998-11-04
1143316298,N,1995-03-07,104,F,,IM,CIE,1995-03-07,104,2021-01-14,2020,2021,2022-07-01,2020,2021-07-01,2016-08-04 15:00,2591,1,PRÉSERVATION DU BOIS,,,,CANADA,1992-10-26,N,,,,,,,N,300-3100  boul. de la Côte-Vertu,Montréal (Québec),,H4R2J8,,,,,,4,N,N,N,N,426  ch. de Montréal E,Gatineau (Québec),,J8M1V7,2591,PRÉSERVATION DU BOIS,1,,,,STELLA-JONES INC.,,TRENT TIMBER TREATING LTD.,FS,2016-01-01,N,321 Lansdowne Street E,Peterborough (Ontario),,K9L2A3,SJ & DESIGN,,V,A,1995-12-13,
1143316298,N,1995-03-07,104,F,,IM,CIE,1995-03-07,104,2021-01-14,2020,2021,2022-07-01,2020,2021-07-01,2016-08-04 15:00,2591,1,PRÉSERVATION DU BOIS,,,,CANADA,1992-10-26,N,,,,,,,N,300-3100  boul. de la Côte-Vertu,Montréal (Québec),,H4R2J8,,,,,,4,N,N,N,N,426  ch. de Montréal E,Gatineau (Québec),,J8M1V7,2591,PRÉSERVATION DU BOIS,1,,,,STELLA-JONES INC.,,TRENT TIMBER TREATING LTD.,FS,2016-01-01,N,321 Lansdowne Street E,Peterborough (Ontario),,K9L2A3,TROIS C,,A,A,1995-03-07,2013-07-29
1143316298,N,1995-03-07,104,F,,IM,CIE,1995-03-07,104,2021-01-14,2020,2021,2022-07-01,2020,2021-07-01,2016-08-04 15:00,2591,1,PRÉSERVATION DU BOIS,,,,CANADA,1992-10-26,N,,,,,,,N,300-3100  boul. de la Côte-Vertu,Montréal (Québec),,H4R2J8,,,,,,4,N,N,N,N,426  ch. de Montréal E,Gatineau (Québec),,J8M1V7,2591,PRÉSERVATION DU BOIS,1,,,,STELLA-JONES INC.,,I.P.B. - W.P.I. INTERNATIONAL INC.,FS,2014-01-01,N,300-3100 boul. de,la Côte-Vertu Montréal,Québec CANADA,H4R2J8,PERMAWOOD,,A,A,1995-03-07,1998-11-04
1143316298,N,1995-03-07,104,F,,IM,CIE,1995-03-07,104,2021-01-14,2020,2021,2022-07-01,2020,2021-07-01,2016-08-04 15:00,2591,1,PRÉSERVATION DU BOIS,,,,CANADA,1992-10-26,N,,,,,,,N,300-3100  boul. de la Côte-Vertu,Montréal (Québec),,H4R2J8,,,,,,4,N,N,N,N,426  ch. de Montréal E,Gatineau (Québec),,J8M1V7,2591,PRÉSERVATION DU BOIS,1,,,,STELLA-JONES INC.,,I.P.B. - W.P.I. INTERNATIONAL INC.,FS,2014-01-01,N,300-3100 boul. de,la Côte-Vertu Montréal,Québec CANADA,H4R2J8,STELLA-JONES & DESIGN,,V,A,1995-12-13,
1143316298,N,1995-03-07,104,F,,IM,CIE,1995-03-07,104,2021-01-14,2020,2021,2022-07-01,2020,2021-07-01,2016-08-04 15:00,2591,1,PRÉSERVATION DU BOIS,,,,CANADA,1992-10-26,N,,,,,,,N,300-3100  boul. de la Côte-Vertu,Montréal (Québec),,H4R2J8,,,,,,4,N,N,N,N,426  ch. de Montréal E,Gatineau (Québec),,J8M1V7,2591,PRÉSERVATION DU BOIS,1,,,,STELLA-JONES INC.,,I.P.B. - W.P.I. INTERNATIONAL INC.,FS,2014-01-01,N,300-3100 boul. de,la Côte-Vertu Montréal,Québec CANADA,H4R2J8,PROTEXOL,,A,A,1995-03-07,2005-12-19
1143316298,N,1995-03-07,104,F,,IM,CIE,1995-03-07,104,2021-01-14,2020,2021,2022-07-01,2020,2021-07-01,2016-08-04 15:00,2591,1,PRÉSERVATION DU BOIS,,,,CANADA,1992-10-26,N,,,,,,,N,300-3100  boul. de la Côte-Vertu,Montréal (Québec),,H4R2J8,,,,,,4,N,N,N,N,426  ch. de Montréal E,Gatineau (Québec),,J8M1V7,2591,PRÉSERVATION DU BOIS,1,,,,STELLA-JONES INC.,,I.P.B. - W.P.I. INTERNATIONAL INC.,FS,2014-01-01,N,300-3100 boul. de,la Côte-Vertu Montréal,Québec CANADA,H4R2J8,PROTEXOL (DESIGN),,A,A,1995-03-07,2005-12-19
1143316298,N,1995-03-07,104,F,,IM,CIE,1995-03-07,104,2021-01-14,2020,2021,2022-07-01,2020,2021-07-01,2016-08-04 15:00,2591,1,PRÉSERVATION DU BOIS,,,,CANADA,1992-10-26,N,,,,,,,N,300-3100  boul. de la Côte-Vertu,Montréal (Québec),,H4R2J8,,,,,,4,N,N,N,N,426  ch. de Montréal E,Gatineau (Québec),,J8M1V7,2591,PRÉSERVATION DU BOIS,1,,,,STELLA-JONES INC.,,I.P.B. - W.P.I. INTERNATIONAL INC.,FS,2014-01-01,N,300-3100 boul. de,la Côte-Vertu Montréal,Québec CANADA,H4R2J8,CCC (DESIGN),,A,A,1995-03-07,2013-07-29
1143316298,N,1995-03-07,104,F,,IM,CIE,1995-03-07,104,2021-01-14,2020,2021,2022-07-01,2020,2021-07-01,2016-08-04 15:00,2591,1,PRÉSERVATION DU BOIS,,,,CANADA,1992-10-26,N,,,,,,,N,300-3100  boul. de la Côte-Vertu,Montréal (Québec),,H4R2J8,,,,,,4,N,N,N,N,426  ch. de Montréal E,Gatineau (Québec),,J8M1V7,2591,PRÉSERVATION DU BOIS,1,,,,STELLA-JONES INC.,,I.P.B. - W.P.I. INTERNATIONAL INC.,FS,2014-01-01,N,300-3100 boul. de,la Côte-Vertu Montréal,Québec CANADA,H4R2J8,STELLA-JONES INC.,,V,N,1993-02-01,
1143316298,N,1995-03-07,104,F,,IM,CIE,1995-03-07,104,2021-01-14,2020,2021,2022-07-01,2020,2021-07-01,2016-08-04 15:00,2591,1,PRÉSERVATION DU BOIS,,,,CANADA,1992-10-26,N,,,,,,,N,300-3100  boul. de la Côte-Vertu,Montréal (Québec),,H4R2J8,,,,,,4,N,N,N,N,426  ch. de Montréal E,Gatineau (Québec),,J8M1V7,2591,PRÉSERVATION DU BOIS,1,,,,STELLA-JONES INC.,,I.P.B. - W.P.I. INTERNATIONAL INC.,FS,2014-01-01,N,300-3100 boul. de,la Côte-Vertu Montréal,Québec CANADA,H4R2J8,SAFEWOOD,,A,A,1995-03-07,2013-07-29
1143316298,N,1995-03-07,104,F,,IM,CIE,1995-03-07,104,2021-01-14,2020,2021,2022-07-01,2020,2021-07-01,2016-08-04 15:00,2591,1,PRÉSERVATION DU BOIS,,,,CANADA,1992-10-26,N,,,,,,,N,300-3100  boul. de la Côte-Vertu,Montréal (Québec),,H4R2J8,,,,,,4,N,N,N,N,426  ch. de Montréal E,Gatineau (Québec),,J8M1V7,2591,PRÉSERVATION DU BOIS,1,,,,STELLA-JONES INC.,,I.P.B. - W.P.I. INTERNATIONAL INC.,FS,2014-01-01,N,300-3100 boul. de,la Côte-Vertu Montréal,Québec CANADA,H4R2J8,CAN-CREO,,A,A,1995-03-07,1996-12-04
1143316298,N,1995-03-07,104,F,,IM,CIE,1995-03-07,104,2021-01-14,2020,2021,2022-07-01,2020,2021-07-01,2016-08-04 15:00,2591,1,PRÉSERVATION DU BOIS,,,,CANADA,1992-10-26,N,,,,,,,N,300-3100  boul. de la Côte-Vertu,Montréal (Québec),,H4R2J8,,,,,,4,N,N,N,N,426  ch. de Montréal E,Gatineau (Québec),,J8M1V7,2591,PRÉSERVATION DU BOIS,1,,,,STELLA-JONES INC.,,I.P.B. - W.P.I. INTERNATIONAL INC.,FS,2014-01-01,N,300-3100 boul. de,la Côte-Vertu Montréal,Québec CANADA,H4R2J8,TRIPLE C,,A,A,1995-03-07,2013-07-29
1143316298,N,1995-03-07,104,F,,IM,CIE,1995-03-07,104,2021-01-14,2020,2021,2022-07-01,2020,2021-07-01,2016-08-04 15:00,2591,1,PRÉSERVATION DU BOIS,,,,CANADA,1992-10-26,N,,,,,,,N,300-3100  boul. de la Côte-Vertu,Montréal (Québec),,H4R2J8,,,,,,4,N,N,N,N,426  ch. de Montréal E,Gatineau (Québec),,J8M1V7,2591,PRÉSERVATION DU BOIS,1,,,,STELLA-JONES INC.,,I.P.B. - W.P.I. INTERNATIONAL INC.,FS,2014-01-01,N,300-3100 boul. de,la Côte-Vertu Montréal,Québec CANADA,H4R2J8,PYRESOTE,,A,A,1995-03-07,2013-07-29
1143316298,N,1995-03-07,104,F,,IM,CIE,1995-03-07,104,2021-01-14,2020,2021,2022-07-01,2020,2021-07-01,2016-08-04 15:00,2591,1,PRÉSERVATION DU BOIS,,,,CANADA,1992-10-26,N,,,,,,,N,300-3100  boul. de la Côte-Vertu,Montréal (Québec),,H4R2J8,,,,,,4,N,N,N,N,426  ch. de Montréal E,Gatineau (Québec),,J8M1V7,2591,PRÉSERVATION DU BOIS,1,,,,STELLA-JONES INC.,,I.P.B. - W.P.I. INTERNATIONAL INC.,FS,2014-01-01,N,300-3100 boul. de,la Côte-Vertu Montréal,Québec CANADA,H4R2J8,Poteaux destinés aux sociétés de services publics Guelph,Guelph Utility Pole,V,A,2016-08-04,
1143316298,N,1995-03-07,104,F,,IM,CIE,1995-03-07,104,2021-01-14,2020,2021,2022-07-01,2020,2021-07-01,2016-08-04 15:00,2591,1,PRÉSERVATION DU BOIS,,,,CANADA,1992-10-26,N,,,,,,,N,300-3100  boul. de la Côte-Vertu,Montréal (Québec),,H4R2J8,,,,,,4,N,N,N,N,426  ch. de Montréal E,Gatineau (Québec),,J8M1V7,2591,PRÉSERVATION DU BOIS,1,,,,STELLA-JONES INC.,,I.P.B. - W.P.I. INTERNATIONAL INC.,FS,2014-01-01,N,300-3100 boul. de,la Côte-Vertu Montréal,Québec CANADA,H4R2J8,C & DESIGN,,A,A,1995-03-07,2013-07-29
1143316298,N,1995-03-07,104,F,,IM,CIE,1995-03-07,104,2021-01-14,2020,2021,2022-07-01,2020,2021-07-01,2016-08-04 15:00,2591,1,PRÉSERVATION DU BOIS,,,,CANADA,1992-10-26,N,,,,,,,N,300-3100  boul. de la Côte-Vertu,Montréal (Québec),,H4R2J8,,,,,,4,N,N,N,N,426  ch. de Montréal E,Gatineau (Québec),,J8M1V7,2591,PRÉSERVATION DU BOIS,1,,,,STELLA-JONES INC.,,I.P.B. - W.P.I. INTERNATIONAL INC.,FS,2014-01-01,N,300-3100 boul. de,la Côte-Vertu Montréal,Québec CANADA,H4R2J8,PERMABOIS,,A,A,1995-03-07,1998-11-04
1143316298,N,1995-03-07,104,F,,IM,CIE,1995-03-07,104,2021-01-14,2020,2021,2022-07-01,2020,2021-07-01,2016-08-04 15:00,2591,1,PRÉSERVATION DU BOIS,,,,CANADA,1992-10-26,N,,,,,,,N,300-3100  boul. de la Côte-Vertu,Montréal (Québec),,H4R2J8,,,,,,4,N,N,N,N,426  ch. de Montréal E,Gatineau (Québec),,J8M1V7,2591,PRÉSERVATION DU BOIS,1,,,,STELLA-JONES INC.,,I.P.B. - W.P.I. INTERNATIONAL INC.,FS,2014-01-01,N,300-3100 boul. de,la Côte-Vertu Montréal,Québec CANADA,H4R2J8,SJ & DESIGN,,V,A,1995-12-13,
1143316298,N,1995-03-07,104,F,,IM,CIE,1995-03-07,104,2021-01-14,2020,2021,2022-07-01,2020,2021-07-01,2016-08-04 15:00,2591,1,PRÉSERVATION DU BOIS,,,,CANADA,1992-10-26,N,,,,,,,N,300-3100  boul. de la Côte-Vertu,Montréal (Québec),,H4R2J8,,,,,,4,N,N,N,N,426  ch. de Montréal E,Gatineau (Québec),,J8M1V7,2591,PRÉSERVATION DU BOIS,1,,,,STELLA-JONES INC.,,I.P.B. - W.P.I. INTERNATIONAL INC.,FS,2014-01-01,N,300-3100 boul. de,la Côte-Vertu Montréal,Québec CANADA,H4R2J8,TROIS C,,A,A,1995-03-07,2013-07-29
1143316298,N,1995-03-07,104,F,,IM,CIE,1995-03-07,104,2021-01-14,2020,2021,2022-07-01,2020,2021-07-01,2016-08-04 15:00,2591,1,PRÉSERVATION DU BOIS,,,,CANADA,1992-10-26,N,,,,,,,N,300-3100  boul. de la Côte-Vertu,Montréal (Québec),,H4R2J8,,,,,,4,N,N,N,N,426  ch. de Montréal E,Gatineau (Québec),,J8M1V7,2591,PRÉSERVATION DU BOIS,1,,,,STELLA-JONES INC.,,RAM FOREST PRODUCTS INC.,FS,2016-01-01,N,1 Ram Forest Road,Gormley (Ontario),,L0H1G0,PERMAWOOD,,A,A,1995-03-07,1998-11-04
1143316298,N,1995-03-07,104,F,,IM,CIE,1995-03-07,104,2021-01-14,2020,2021,2022-07-01,2020,2021-07-01,2016-08-04 15:00,2591,1,PRÉSERVATION DU BOIS,,,,CANADA,1992-10-26,N,,,,,,,N,300-3100  boul. de la Côte-Vertu,Montréal (Québec),,H4R2J8,,,,,,4,N,N,N,N,426  ch. de Montréal E,Gatineau (Québec),,J8M1V7,2591,PRÉSERVATION DU BOIS,1,,,,STELLA-JONES INC.,,RAM FOREST PRODUCTS INC.,FS,2016-01-01,N,1 Ram Forest Road,Gormley (Ontario),,L0H1G0,STELLA-JONES & DESIGN,,V,A,1995-12-13,
1143316298,N,1995-03-07,104,F,,IM,CIE,1995-03-07,104,2021-01-14,2020,2021,2022-07-01,2020,2021-07-01,2016-08-04 15:00,2591,1,PRÉSERVATION DU BOIS,,,,CANADA,1992-10-26,N,,,,,,,N,300-3100  boul. de la Côte-Vertu,Montréal (Québec),,H4R2J8,,,,,,4,N,N,N,N,426  ch. de Montréal E,Gatineau (Québec),,J8M1V7,2591,PRÉSERVATION DU BOIS,1,,,,STELLA-JONES INC.,,RAM FOREST PRODUCTS INC.,FS,2016-01-01,N,1 Ram Forest Road,Gormley (Ontario),,L0H1G0,PROTEXOL,,A,A,1995-03-07,2005-12-19
1143316298,N,1995-03-07,104,F,,IM,CIE,1995-03-07,104,2021-01-14,2020,2021,2022-07-01,2020,2021-07-01,2016-08-04 15:00,2591,1,PRÉSERVATION DU BOIS,,,,CANADA,1992-10-26,N,,,,,,,N,300-3100  boul. de la Côte-Vertu,Montréal (Québec),,H4R2J8,,,,,,4,N,N,N,N,426  ch. de Montréal E,Gatineau (Québec),,J8M1V7,2591,PRÉSERVATION DU BOIS,1,,,,STELLA-JONES INC.,,RAM FOREST PRODUCTS INC.,FS,2016-01-01,N,1 Ram Forest Road,Gormley (Ontario),,L0H1G0,PROTEXOL (DESIGN),,A,A,1995-03-07,2005-12-19
1143316298,N,1995-03-07,104,F,,IM,CIE,1995-03-07,104,2021-01-14,2020,2021,2022-07-01,2020,2021-07-01,2016-08-04 15:00,2591,1,PRÉSERVATION DU BOIS,,,,CANADA,1992-10-26,N,,,,,,,N,300-3100  boul. de la Côte-Vertu,Montréal (Québec),,H4R2J8,,,,,,4,N,N,N,N,426  ch. de Montréal E,Gatineau (Québec),,J8M1V7,2591,PRÉSERVATION DU BOIS,1,,,,STELLA-JONES INC.,,RAM FOREST PRODUCTS INC.,FS,2016-01-01,N,1 Ram Forest Road,Gormley (Ontario),,L0H1G0,CCC (DESIGN),,A,A,1995-03-07,2013-07-29
1143316298,N,1995-03-07,104,F,,IM,CIE,1995-03-07,104,2021-01-14,2020,2021,2022-07-01,2020,2021-07-01,2016-08-04 15:00,2591,1,PRÉSERVATION DU BOIS,,,,CANADA,1992-10-26,N,,,,,,,N,300-3100  boul. de la Côte-Vertu,Montréal (Québec),,H4R2J8,,,,,,4,N,N,N,N,426  ch. de Montréal E,Gatineau (Québec),,J8M1V7,2591,PRÉSERVATION DU BOIS,1,,,,STELLA-JONES INC.,,RAM FOREST PRODUCTS INC.,FS,2016-01-01,N,1 Ram Forest Road,Gormley (Ontario),,L0H1G0,STELLA-JONES INC.,,V,N,1993-02-01,
1143316298,N,1995-03-07,104,F,,IM,CIE,1995-03-07,104,2021-01-14,2020,2021,2022-07-01,2020,2021-07-01,2016-08-04 15:00,2591,1,PRÉSERVATION DU BOIS,,,,CANADA,1992-10-26,N,,,,,,,N,300-3100  boul. de la Côte-Vertu,Montréal (Québec),,H4R2J8,,,,,,4,N,N,N,N,426  ch. de Montréal E,Gatineau (Québec),,J8M1V7,2591,PRÉSERVATION DU BOIS,1,,,,STELLA-JONES INC.,,RAM FOREST PRODUCTS INC.,FS,2016-01-01,N,1 Ram Forest Road,Gormley (Ontario),,L0H1G0,SAFEWOOD,,A,A,1995-03-07,2013-07-29
1143316298,N,1995-03-07,104,F,,IM,CIE,1995-03-07,104,2021-01-14,2020,2021,2022-07-01,2020,2021-07-01,2016-08-04 15:00,2591,1,PRÉSERVATION DU BOIS,,,,CANADA,1992-10-26,N,,,,,,,N,300-3100  boul. de la Côte-Vertu,Montréal (Québec),,H4R2J8,,,,,,4,N,N,N,N,426  ch. de Montréal E,Gatineau (Québec),,J8M1V7,2591,PRÉSERVATION DU BOIS,1,,,,STELLA-JONES INC.,,RAM FOREST PRODUCTS INC.,FS,2016-01-01,N,1 Ram Forest Road,Gormley (Ontario),,L0H1G0,CAN-CREO,,A,A,1995-03-07,1996-12-04
1143316298,N,1995-03-07,104,F,,IM,CIE,1995-03-07,104,2021-01-14,2020,2021,2022-07-01,2020,2021-07-01,2016-08-04 15:00,2591,1,PRÉSERVATION DU BOIS,,,,CANADA,1992-10-26,N,,,,,,,N,300-3100  boul. de la Côte-Vertu,Montréal (Québec),,H4R2J8,,,,,,4,N,N,N,N,426  ch. de Montréal E,Gatineau (Québec),,J8M1V7,2591,PRÉSERVATION DU BOIS,1,,,,STELLA-JONES INC.,,RAM FOREST PRODUCTS INC.,FS,2016-01-01,N,1 Ram Forest Road,Gormley (Ontario),,L0H1G0,TRIPLE C,,A,A,1995-03-07,2013-07-29
1143316298,N,1995-03-07,104,F,,IM,CIE,1995-03-07,104,2021-01-14,2020,2021,2022-07-01,2020,2021-07-01,2016-08-04 15:00,2591,1,PRÉSERVATION DU BOIS,,,,CANADA,1992-10-26,N,,,,,,,N,300-3100  boul. de la Côte-Vertu,Montréal (Québec),,H4R2J8,,,,,,4,N,N,N,N,426  ch. de Montréal E,Gatineau (Québec),,J8M1V7,2591,PRÉSERVATION DU BOIS,1,,,,STELLA-JONES INC.,,RAM FOREST PRODUCTS INC.,FS,2016-01-01,N,1 Ram Forest Road,Gormley (Ontario),,L0H1G0,PYRESOTE,,A,A,1995-03-07,2013-07-29
1143316298,N,1995-03-07,104,F,,IM,CIE,1995-03-07,104,2021-01-14,2020,2021,2022-07-01,2020,2021-07-01,2016-08-04 15:00,2591,1,PRÉSERVATION DU BOIS,,,,CANADA,1992-10-26,N,,,,,,,N,300-3100  boul. de la Côte-Vertu,Montréal (Québec),,H4R2J8,,,,,,4,N,N,N,N,426  ch. de Montréal E,Gatineau (Québec),,J8M1V7,2591,PRÉSERVATION DU BOIS,1,,,,STELLA-JONES INC.,,RAM FOREST PRODUCTS INC.,FS,2016-01-01,N,1 Ram Forest Road,Gormley (Ontario),,L0H1G0,Poteaux destinés aux sociétés de services publics Guelph,Guelph Utility Pole,V,A,2016-08-04,
1143316298,N,1995-03-07,104,F,,IM,CIE,1995-03-07,104,2021-01-14,2020,2021,2022-07-01,2020,2021-07-01,2016-08-04 15:00,2591,1,PRÉSERVATION DU BOIS,,,,CANADA,1992-10-26,N,,,,,,,N,300-3100  boul. de la Côte-Vertu,Montréal (Québec),,H4R2J8,,,,,,4,N,N,N,N,426  ch. de Montréal E,Gatineau (Québec),,J8M1V7,2591,PRÉSERVATION DU BOIS,1,,,,STELLA-JONES INC.,,RAM FOREST PRODUCTS INC.,FS,2016-01-01,N,1 Ram Forest Road,Gormley (Ontario),,L0H1G0,C & DESIGN,,A,A,1995-03-07,2013-07-29
1143316298,N,1995-03-07,104,F,,IM,CIE,1995-03-07,104,2021-01-14,2020,2021,2022-07-01,2020,2021-07-01,2016-08-04 15:00,2591,1,PRÉSERVATION DU BOIS,,,,CANADA,1992-10-26,N,,,,,,,N,300-3100  boul. de la Côte-Vertu,Montréal (Québec),,H4R2J8,,,,,,4,N,N,N,N,426  ch. de Montréal E,Gatineau (Québec),,J8M1V7,2591,PRÉSERVATION DU BOIS,1,,,,STELLA-JONES INC.,,RAM FOREST PRODUCTS INC.,FS,2016-01-01,N,1 Ram Forest Road,Gormley (Ontario),,L0H1G0,PERMABOIS,,A,A,1995-03-07,1998-11-04
1143316298,N,1995-03-07,104,F,,IM,CIE,1995-03-07,104,2021-01-14,2020,2021,2022-07-01,2020,2021-07-01,2016-08-04 15:00,2591,1,PRÉSERVATION DU BOIS,,,,CANADA,1992-10-26,N,,,,,,,N,300-3100  boul. de la Côte-Vertu,Montréal (Québec),,H4R2J8,,,,,,4,N,N,N,N,426  ch. de Montréal E,Gatineau (Québec),,J8M1V7,2591,PRÉSERVATION DU BOIS,1,,,,STELLA-JONES INC.,,RAM FOREST PRODUCTS INC.,FS,2016-01-01,N,1 Ram Forest Road,Gormley (Ontario),,L0H1G0,SJ & DESIGN,,V,A,1995-12-13,
1143316298,N,1995-03-07,104,F,,IM,CIE,1995-03-07,104,2021-01-14,2020,2021,2022-07-01,2020,2021-07-01,2016-08-04 15:00,2591,1,PRÉSERVATION DU BOIS,,,,CANADA,1992-10-26,N,,,,,,,N,300-3100  boul. de la Côte-Vertu,Montréal (Québec),,H4R2J8,,,,,,4,N,N,N,N,426  ch. de Montréal E,Gatineau (Québec),,J8M1V7,2591,PRÉSERVATION DU BOIS,1,,,,STELLA-JONES INC.,,RAM FOREST PRODUCTS INC.,FS,2016-01-01,N,1 Ram Forest Road,Gormley (Ontario),,L0H1G0,TROIS C,,A,A,1995-03-07,2013-07-29
1143316298,N,1995-03-07,104,F,,IM,CIE,1995-03-07,104,2021-01-14,2020,2021,2022-07-01,2020,2021-07-01,2016-08-04 15:00,2591,1,PRÉSERVATION DU BOIS,,,,CANADA,1992-10-26,N,,,,,,,N,300-3100  boul. de la Côte-Vertu,Montréal (Québec),,H4R2J8,,,,,,4,N,N,N,N,426  ch. de Montréal E,Gatineau (Québec),,J8M1V7,2591,PRÉSERVATION DU BOIS,1,,,,STELLA-JONES INC.,,GUELPH UTILITY POLE COMPANY LTD.,FS,2015-01-01,N,- - R. R. #5,Guelph (Ontario),,N1H6J2,PERMAWOOD,,A,A,1995-03-07,1998-11-04
1143316298,N,1995-03-07,104,F,,IM,CIE,1995-03-07,104,2021-01-14,2020,2021,2022-07-01,2020,2021-07-01,2016-08-04 15:00,2591,1,PRÉSERVATION DU BOIS,,,,CANADA,1992-10-26,N,,,,,,,N,300-3100  boul. de la Côte-Vertu,Montréal (Québec),,H4R2J8,,,,,,4,N,N,N,N,426  ch. de Montréal E,Gatineau (Québec),,J8M1V7,2591,PRÉSERVATION DU BOIS,1,,,,STELLA-JONES INC.,,GUELPH UTILITY POLE COMPANY LTD.,FS,2015-01-01,N,- - R. R. #5,Guelph (Ontario),,N1H6J2,STELLA-JONES & DESIGN,,V,A,1995-12-13,
1143316298,N,1995-03-07,104,F,,IM,CIE,1995-03-07,104,2021-01-14,2020,2021,2022-07-01,2020,2021-07-01,2016-08-04 15:00,2591,1,PRÉSERVATION DU BOIS,,,,CANADA,1992-10-26,N,,,,,,,N,300-3100  boul. de la Côte-Vertu,Montréal (Québec),,H4R2J8,,,,,,4,N,N,N,N,426  ch. de Montréal E,Gatineau (Québec),,J8M1V7,2591,PRÉSERVATION DU BOIS,1,,,,STELLA-JONES INC.,,GUELPH UTILITY POLE COMPANY LTD.,FS,2015-01-01,N,- - R. R. #5,Guelph (Ontario),,N1H6J2,PROTEXOL,,A,A,1995-03-07,2005-12-19
1143316298,N,1995-03-07,104,F,,IM,CIE,1995-03-07,104,2021-01-14,2020,2021,2022-07-01,2020,2021-07-01,2016-08-04 15:00,2591,1,PRÉSERVATION DU BOIS,,,,CANADA,1992-10-26,N,,,,,,,N,300-3100  boul. de la Côte-Vertu,Montréal (Québec),,H4R2J8,,,,,,4,N,N,N,N,426  ch. de Montréal E,Gatineau (Québec),,J8M1V7,2591,PRÉSERVATION DU BOIS,1,,,,STELLA-JONES INC.,,GUELPH UTILITY POLE COMPANY LTD.,FS,2015-01-01,N,- - R. R. #5,Guelph (Ontario),,N1H6J2,PROTEXOL (DESIGN),,A,A,1995-03-07,2005-12-19
